Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	361135f2-3f54-4bd5-b73e-65e211ae8f74	Annotation	SCzo	SCzo	SCs	Geometry	5262.9	381.73	834	0	302	0	0	0	NaN	0	168157.5	7443.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c332589d-add9-49c4-b50c-f0cc2428958d	Annotation	SCsg	SCsg	SCs	Geometry	5229.9	434.28	842	0	302	0	0	0	NaN	0	561005.6	6505.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8d0ff24c-1400-42b4-8edf-f0f37f9ccc50	Annotation	SCop	SCop	SCs	Geometry	5221.9	582.62	851	0	302	0	0	0	NaN	0	199047.4	6416.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a77d323a-3f72-4918-990d-c6dc335bef8d	Annotation	MBsta	MBsta	MB	Geometry	5092.4	3190.7	348	0	313	0	0	0	NaN	0	1652878	11280.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c4022675-5662-4672-b6fe-036a497d33fe	Annotation	PPN	PPN	MBsta	Geometry	5062.3	3230.4	1052	0	348	0	0	0	NaN	0	1388982.2	8995.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1f592cb9-ac5e-4ce8-9b2b-8bd6e6916a9c	Annotation	RAmb	RAmb	MBsta	Geometry	5251	2982.3	165	0	348	0	0	0	NaN	0	263895.4	2284.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c09770df-ffc5-4169-b9f9-106c5673fb49	Annotation	DR	DR	RAmb	Geometry	5251	2982.3	872	0	165	0	0	0	NaN	0	263895.4	2284.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	bb7e79ff-d7d0-4d17-8580-0894775391f9	Annotation	VS	VS	root	Geometry	5330.9	2077.9	73	0	997	0	0	0	NaN	0	297388.4	2092.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	fde8b54a-6c64-4895-a1de-cf3a9df86e46	Annotation	AQ	AQ	VS	Geometry	5330.9	2077.9	140	0	73	0	0	0	NaN	0	297388.4	2092.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	92a4ce1a-3271-4990-bd44-7dc5dc86cd26	Annotation	fiber tracts	fiber tracts	root	Geometry	4935.8	3941.8	1009	0	997	4	3	1	25	0.255	3920954.4	54508.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	cd7f9d52-2cad-43bd-bad7-7555c78a56d2	Annotation	cbf	cbf	fiber tracts	Geometry	5071.6	3684.5	960	0	1009	0	0	0	NaN	0	919547.9	12748.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	e9f46ef9-f818-4c79-82dc-fcbbe5a89878	Annotation	cbp	cbp	cbf	Geometry	5071.6	3684.5	752	0	960	0	0	0	NaN	0	919547.9	12748.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	61831b7a-bd8d-4ac1-b6fb-d214336e6fae	Annotation	scp	scp	cbp	Geometry	5179.6	3608	326	0	752	0	0	0	NaN	0	464682.6	8778.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	0f2b34ee-77b0-4902-90d9-1972bf8584e5	Annotation	sctv	sctv	scp	Geometry	4995.9	4645	866	0	326	0	0	0	NaN	0	113011.7	3453.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	5fa4947d-0a15-4905-ade0-0d0bb79fa48b	Annotation	mcp	mcp	cbp	Geometry	4961.3	3762.6	78	0	752	0	0	0	NaN	0	454865.3	3970.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7d210455-35ee-47fe-ad6d-59b98c5c4a2a	Annotation	cm	cm	fiber tracts	Geometry	4919.6	3819.4	967	0	1009	4	3	1	25	0.3884	2574402.3	37181
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f72c15c8-f36b-4a5c-a7b7-557cb8f1ce49	Annotation	drt	drt	cm	Geometry	4585.2	5442.2	792	0	967	0	0	0	NaN	0	148002.3	2039.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c9fd8d65-f89c-4895-bbf9-e0a92a716c17	Annotation	cett	cett	drt	Geometry	4585.2	5442.2	932	0	792	0	0	0	NaN	0	148002.3	2039.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	216b1f24-4901-4e5e-86f2-2dfddc9b83a5	Annotation	ml	ml	cett	Geometry	4585.2	5442.2	697	0	932	0	0	0	NaN	0	148002.3	2039.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4394e4ed-881b-4a00-b41e-45172cf934a4	Annotation	IIIn	IIIn	cm	Geometry	5194.5	3339.3	832	0	967	0	0	0	NaN	0	40777.1	1210.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	02d835a8-c6f0-423a-a54a-f13874642d26	Annotation	mlf	mlf	IIIn	Geometry	5194.5	3339.3	62	0	832	0	0	0	NaN	0	40777.1	1210.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8bfa2762-fd44-4777-a992-f1eb04749f92	Annotation	Vn	Vn	cm	Geometry	5137.3	4709.3	901	0	967	0	0	0	NaN	0	529403.5	5772
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	ca985ae5-37b7-4ddf-bfbf-48d1bdecf8a0	Annotation	sV	sV	Vn	Geometry	5137.3	4709.3	229	0	901	0	0	0	NaN	0	529403.5	5772
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	97f1a85d-fe64-47e9-87c3-7858dfaabe11	Annotation	IVn	IVn	cm	Geometry	5035.6	2735.7	911	0	967	4	3	1	25	78.82	12687.5	653.21
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7f556ba7-bb9f-415e-b130-e107e92e2247	Annotation	VIIIn	VIIIn	cm	Geometry	4877	3451.7	933	0	967	0	0	0	NaN	0	1843532	29173.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	68a24a55-1939-4916-a33c-bad38e923ffb	Annotation	cVIIIn	cVIIIn	VIIIn	Geometry	4877	3451.7	948	0	933	0	0	0	NaN	0	1843532	29173.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c96b6598-b231-4e48-a4ad-c3fdb682c240	Annotation	tb	tb	cVIIIn	Geometry	4591.2	5734.3	841	0	948	0	0	0	NaN	0	309479.3	9138.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	56e727f7-96b0-43e8-b42f-a1af09157883	Annotation	ll	ll	cVIIIn	Geometry	4956.5	3184.2	658	0	948	0	0	0	NaN	0	1358598	14735.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4e86341d-a08e-49c9-8e8e-28b3627d90cc	Annotation	bic	bic	cVIIIn	Geometry	4765.7	1496.3	482	0	948	0	0	0	NaN	0	175454.8	5299.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a8308103-0c1c-4c75-ae3d-8c9b5950184a	Annotation	lfbs	lfbs	fiber tracts	Geometry	4520.1	5782.1	983	0	1009	0	0	0	NaN	0	188399.7	2622
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4cb4b91e-a64e-46bd-989f-18ee91209136	Annotation	cst	cst	lfbs	Geometry	4520.1	5782.1	784	0	983	0	0	0	NaN	0	188399.7	2622
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	af9754f0-c364-428e-9f50-f8689276b069	Annotation	py	py	cst	Geometry	4520.1	5782.1	190	0	784	0	0	0	NaN	0	188399.7	2622
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4ca9a564-ff1a-4782-9072-3af3b1e2d709	Annotation	eps	eps	fiber tracts	Geometry	4916.2	4801.1	1000	0	1009	0	0	0	NaN	0	238604.5	4238.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	50065027-112b-4ba7-b527-32201b3fca67	Annotation	rust	rust	eps	Geometry	4893.3	5069.8	863	0	1000	0	0	0	NaN	0	149643.5	2495
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	e64c22b3-cff1-410f-880d-56ba68dbac76	Annotation	tsp	tsp	eps	Geometry	4954.8	4349.3	877	0	1000	0	0	0	NaN	0	88961	1743.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c13782af-7668-45d1-a6be-6838e8c76bf8	Annotation	tspc	tspc	tsp	Geometry	4954.8	4349.3	1043	0	877	0	0	0	NaN	0	88961	1743.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c961f00d-62a7-4baf-b131-e9f9f09f9807	Annotation	lPAG		Root object (Image)	Polygon	6124.2	2186.3	NaN	NaN	NaN	460	315	145	31.52	278.08	521428.6	2956.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c0ff0178-d700-4355-997f-a5cf449c8d98	Annotation	dlPAG		Root object (Image)	Polygon	5956.2	1696.6	NaN	NaN	NaN	228	200	28	12.28	93.29	300142.9	2319.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	2c2003c7-9e88-4b34-ab56-7ca5b21b9a49	Annotation	vlPAG		Root object (Image)	Polygon	5790.9	2718.9	NaN	NaN	NaN	219	157	62	28.31	108.56	571100.3	3391
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	99af4403-35da-420e-b94d-bb61bb089766	Annotation	dmPAG		Root object (Image)	Polygon	5320.3	1446.3	NaN	NaN	NaN	109	99	10	9.174	17.04	586930.5	3552.8
